frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
480	600	17457.15788	19953.42947	24047.94383	19990.56988	22234.89388	18828.27344	19313.69977	20944.26251	21547.97423	21961.43617	24054.79089	22601.97201	24438.71441	20997.60151	23788.40046	21026.99707	23450.84491	21632.01401	22611.29642	27018.36831	24583.29205	21746.49531	21154.75391	22114.68886	22253.77123	26498.41099	22726.17209
600	900	15454.68674	17299.47352	19939.54211	16619.91808	17455.17317	16151.3048	15866.65811	17616.09187	17593.99101	17904.93394	18633.73636	17598.77669	19321.99761	16594.81478	18963.25707	17058.78422	19222.88274	17558.59565	18465.28144	21267.4724	19950.17323	18484.15313	18094.48828	18464.96293	18932.76678	21820.1543	18781.57183
900	1200	13954.31131	14663.18186	16840.90043	14657.84668	14289.7488	14551.20833	13857.41082	15705.91188	14563.08719	15224.85529	15473.40869	15041.57451	15581.45117	14433.58899	15421.38958	15114.382	15761.23756	15166.31691	15296.17834	17477.97636	16992.37276	16559.84219	15350.20703	15745.15451	15921.24832	17665.99135	16532.76476
1200	1500	12944.18631	14125.5867	14607.79516	13401.20736	13023.28511	13044.84136	12931.90778	13406.09987	13696.87024	13660.23054	14276.20276	13908.68931	13926.81858	13510.21534	14319.20023	14037.65356	14266.21788	13634.99693	14098.25163	15880.63339	15235.32566	15895.32422	14776.54883	15087.06203	15114.12643	17928.80692	13906.55284
1500	1800	13618.44466	14658.03841	14676.23297	13104.89421	11291.93346	12824.3087	12285.08472	12356.11851	13465.23186	13242.03556	13857.10092	14078.82458	12653.16421	13518.84039	13335.38605	13755.07837	13637.63741	13158.69715	13502.53358	14290.92321	14300.98884	15791.34805	15686.63135	14992.15916	14973.79492	16231.26786	13325.17567
1800	2100	12806.89757	13474.53635	13713.7648	12046.02246	10985.61201	11938.55339	11386.33815	11170.1486	12016.48091	12179.16057	12232.13193	12945.54	11613.76874	12037.76745	12071.55799	12543.85921	12422.29608	12109.54623	12136.48137	12859.92236	13091.10746	13965.9043	13723.87646	13915.00717	13736.56132	14193.6935	12057.48427
2100	2400	11660.0931	13879.81521	12566.98352	12014.82975	10662.03577	11583.85189	10799.78477	10342.57343	11493.72876	11678.2884	11760.66653	13225.47334	11772.02091	12395.71512	12044.18235	12622.40666	11914.68226	11793.88828	11701.69749	11749.09653	12363.86375	15272.79414	14931.47412	13521.05847	13070.22403	13338.08468	11096.24664
2400	2700	9807.37055	12898.8954	9134.08586	10002.46213	9298.77514	10070.93327	8658.10849	9719.71019	8187.80817	10943.55142	8777.43283	11494.31377	8327.57621	10963.58709	8387.9437	11137.89567	8223.82697	10696.64813	8523.12942	10687.51478	11276.0357	13650.94492	13694.6665	12727.22977	12446.00438	12355.52944	10131.68229
2700	3000	9715.29123	12774.50412	10214.73811	10063.38249	9388.5617	9468.85688	8381.64089	8514.68315	8621.23478	10282.94859	10209.70029	11493.92336	9892.69072	10855.86205	9722.80688	10888.12533	9263.60634	10093.95472	9023.96228	10190.887	10927.24479	12290.91484	12871.78369	11936.75131	11766.22817	11891.4329	9529.22727
3000	3300	8450.28087	11290.92708	10500.4143	9623.48302	8189.01517	8552.74799	8165.92219	8900.36927	9402.42554	10479.16523	10096.02335	11730.58152	9072.82315	11358.86879	9160.49335	11252.63668	9319.69658	10136.01998	9099.0849	10276.76703	10247.37455	10472.73477	11679.94092	10388.88438	10359.66789	10949.98479	9347.28353
3300	3600	11510.20508	11700.50022	8389.26432	9278.9649	9668.42676	10346.79503	7509.88392	8205.58037	8011.42337	9974.47014	8333.99771	9880.01682	8722.07892	8989.1726	8328.31903	9137.19446	8410.68359	9931.57726	8326.48873	9962.18906	11126.57798	12069.14062	12369.85791	12244.68527	12068.20969	10185.40834	10188.926
3600	3900	8162.78293	9941.91656	10389.54219	9539.79145	8958.47923	8003.97683	8943.99449	6911.84431	9170.89306	8224.79607	8905.71063	10831.4953	9573.73947	10283.74574	9982.7529	10310.58984	9843.61397	8042.7177	9464.03418	7980.945	7919.15153	10044.7502	10544.98584	8758.42552	8701.14237	9205.16636	6397.34516
3900	4200	8787.55187	10523.67719	7762.99998	8555.78353	8157.01521	8141.40587	7087.12681	7299.99967	6396.49941	10024.59312	6879.40303	10635.00371	6961.65743	9941.94196	6971.07341	10038.86519	6684.43403	9333.50437	6775.86388	9483.27447	8551.05743	10550.69062	11166.81641	9247.70156	8608.48546	8183.17766	7922.42649
4200	4500	8502.31033	9827.98383	8802.5892	8403.45068	5537.38696	8631.39697	6384.57241	8715.2194	7199.7293	9440.57365	7825.83733	9285.25861	7325.39482	9526.50501	7739.7701	9653.37002	7620.44925	9482.8284	7022.57183	7528.71418	7689.14955	10789.7874	10720.09766	8431.70912	7744.86548	6649.22461	8498.28033
4500	4800	7021.46479	12965.07172	8126.00613	8760.08713	7312.12535	7912.20991	5955.05255	9027.89197	6435.46593	10142.56556	7399.93138	13218.56688	6658.0104	13811.27068	6805.58365	11641.37236	6581.45531	10086.56018	6266.79575	7391.76851	8040.75452	13660.5	15330.89941	9965.2018	8734.89473	6040.14321	7930.66265
4800	5100	8369.95958	7796.85091	6836.13021	7333.26221	7736.32587	8215.8648	5556.34343	8805.78527	5300.21257	8503.75631	6547.42972	7194.99544	7432.75599	7016.62387	7084.16521	6501.12404	6497.70569	8675.3565	6159.13251	8276.78882	8644.75134	7940.97803	8255.82764	8425.4267	7669.24012	5054.85603	9986.79123
5100	5400	8008.12826	8549.58968	5594.76309	6041.83371	5193.05838	6798.69884	4797.32747	5405.81577	4574.72327	8113.86617	5077.72551	6480.55568	5326.42338	6649.84855	4877.97247	6413.00049	4847.74669	7377.49593	4695.37352	7308.48157	8147.67375	7533.71162	7292.03687	9830.09511	9793.35827	6669.27574	6335.04102
5400	5700	5456.72065	8657.0925	4594.63209	6784.98644	6380.26488	5836.33019	4715.66001	6768.53094	3904.05767	10549.65029	4630.78043	9006.84744	4246.9941	9954.37846	4814.83394	9370.16758	4077.76537	9204.54517	3873.76844	6954.45181	7726.45585	9488.88848	8823.84131	8542.23581	8019.05846	5239.1552	6433.21924
5700	6000	6110.79367	6924.10715	5988.70434	5616.75898	6258.6336	5745.67391	5019.13061	4807.68774	5673.66409	6158.3425	6149.86148	5572.84504	5808.93853	5330.85314	6068.28014	5896.23211	5767.29586	5639.22071	5619.1363	5723.14303	5813.59786	7423.07568	5895.61743	7190.48254	6912.42731	5221.62123	4858.54739
6000	6300	4008.21115	11467.85975	5244.21475	4757.47211	5577.68804	3866.53605	4059.32237	4111.93753	3981.84414	6673.43907	5319.46151	7987.69452	4524.47171	8467.3438	3872.87145	7023.78851	3794.30933	6266.70624	3926.02404	5082.4187	5510.29549	9302.75166	13204.81445	9315.52887	8166.75826	4829.60404	3930.64448
6300	6600	8325.7022	6362.54346	5600.18451	5882.28266	5171.76326	7303.83659	4073.61943	6489.12479	4100.50519	6582.29478	4921.15173	6669.40135	5448.16309	5292.65986	4678.19109	5462.67116	4774.2711	7086.72356	4696.57444	6451.99717	5573.1871	6066.45713	7597.01196	5485.01078	5049.5235	5834.73291	6172.89225
6600	6900	4340.55672	3747.19274	4074.32697	4032.02064	5925.00678	4244.3323	4548.16955	4096.41525	4009.06143	3753.24183	4357.83633	4124.25576	4673.27709	3769.07263	4785.79654	3847.65858	4554.71453	4083.3983	4698.59617	3494.48285	3420.60033	3701.52456	4632.18799	3006.90063	3300.6182	5190.76939	3672.93731
6900	7200	7436.46832	5462.53947	5974.96867	5786.51031	6702.96945	7886.30764	4599.44508	7035.07232	6488.45898	6006.45534	7161.20131	4456.44492	6512.61437	4625.0989	6703.16113	5101.67292	6974.67253	6915.13337	6412.8244	5413.4228	6338.47842	4659.80332	3937.21289	4859.67819	6028.63686	4024.43555	7625.71061
