frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
480	600	23173.10537	19027.04424	22261.77756	23757.75297	22745.24414	24456.31049	25562.83412	23679.13181	26027.17453	21288.33407	23349.43236	21626.18046	23679.38275	22487.94372	24741.77182	21899.51452	24584.86341	22805.1526	24389.08577	21962.65801	23384.32942	17917.91211	18525.69392	19548.80264	20404.50959	22712.19947	28518.37129
600	900	21007.99409	15167.12017	20363.66055	21047.32789	20875.64258	21850.25673	21889.39073	20667.90963	23823.96122	18328.17352	20686.71016	18822.80309	20385.66516	20026.19386	21638.25679	19650.22655	21625.87347	19772.14277	21529.3846	18947.686	18779.07855	16529.98984	15803.66071	16593.94992	17457.1098	21575.02208	20281.86367
900	1200	15436.3592	13766.51475	15911.95135	16202.49365	16138.75195	16380.12309	17476.38706	16531.99361	18404.14063	14508.12819	15732.05635	14079.02296	16909.00999	15454.38375	17566.21637	15041.89686	17347.78021	15281.9769	17117.3675	14390.28048	14700.56348	14638.53125	14579.65904	13953.38445	14838.04386	16828.34519	15291.02456
1200	1500	14935.68333	11128.72158	13032.24583	14955.76868	13835.18457	15782.09999	13791.82746	14799.72819	15552.97566	13178.71297	14310.02536	13713.72303	13951.6821	14605.37611	14272.45714	14439.51518	14223.14739	14229.76253	14417.10423	13931.03332	13746.59241	13080.67422	12957.10672	12369.33281	13246.49568	15274.05354	13986.93521
1500	1800	12881.00229	12253.06807	12952.09015	12692.76319	13720.40918	12988.12343	12771.14083	12965.25512	13385.16489	12368.36578	12288.84445	11922.66633	12668.15253	12315.45251	12887.02197	12286.53024	12896.08741	12682.17438	12644.92948	11956.42221	11034.20834	12463.7125	12887.17313	11236.68832	12084.61716	13081.77891	11810.80088
1800	2100	12378.4803	10640.13052	11365.52319	12453.52826	12231.45215	12810.05532	13685.95662	12207.08714	13844.87826	11083.50923	11429.07988	10858.50781	11853.59111	12198.3812	12828.31284	12040.05602	12751.13513	11654.28953	12526.87679	11090.26788	10051.57531	11477.56113	10979.38337	10095.47486	11087.77227	12105.98535	10325.15239
2100	2400	10684.86255	11130.21396	10830.32601	10784.78167	11908.66797	11254.03412	11964.85943	10990.48422	12541.65217	10058.02433	10999.13236	10141.6534	10521.15483	10327.55045	11060.14933	10121.42957	11189.25734	10298.5973	11147.62923	10409.06928	9982.70807	11149.56504	11112.22921	10154.52433	10696.91993	11001.46633	9826.68408
2400	2700	9540.04729	10653.27085	9840.47368	8954.25992	9174.20898	9467.37669	10924.35884	9107.96804	12152.11636	8997.69971	9902.22294	9020.68011	9724.72076	9048.51052	10489.93082	9199.56311	10500.95594	8916.62741	10510.69855	9907.10061	9213.68411	10115.21328	10293.23591	9238.63665	9497.06607	9967.54632	8596.9707
2700	3000	8687.60613	10489.19067	9658.8913	8891.7387	9926.96094	9231.23162	11100.05806	8660.4279	10884.79974	8337.3032	9485.40286	8832.61621	11081.68088	8651.19852	11310.81317	8700.12907	10966.93835	8460.75899	10695.31488	8629.37871	8024.91622	11014.22109	12421.31431	9588.0891	9585.71474	8854.52369	7024.34758
3000	3300	9374.00436	8718.60437	9449.26328	7953.84979	8714.08398	8655.08281	8874.57737	8893.7072	10154.48577	8164.49307	8640.99944	7639.54739	8281.5183	7460.2086	8523.87894	7510.07165	8680.93335	8257.39635	8682.41072	8644.3352	8647.92917	9901.25918	10912.09222	8758.101	9598.99586	11542.12997	7929.15447
3300	3600	9002.06732	6919.94424	8001.51158	9114.00698	9306.06348	9457.93213	8763.10217	8744.84889	9684.50959	7833.8499	8552.40164	9237.22934	7844.25715	9441.71103	8472.89798	9180.43962	8572.3526	8439.35679	8577.44295	6950.89636	7425.65251	8490.4374	9299.79255	8658.23408	8615.18598	7850.93684	6902.47036
3600	3900	8472.35902	7452.86904	7923.10292	7494.24768	9406.26172	8469.73511	8012.9885	7402.50609	11473.97882	6750.48055	9949.66659	6013.28259	8219.76957	6713.17495	9232.18844	6935.3602	9298.15504	6795.14986	9567.60995	6537.02793	6242.5733	8309.10303	7930.37312	6915.32997	6845.77465	7518.43858	6456.00388
3900	4200	7012.48319	7511.96619	6659.6097	6290.75259	6999.81689	7317.60589	7832.11732	6245.80098	10317.9131	6341.76089	7850.55122	6158.07685	6912.48811	5196.39633	8227.33522	5556.55669	8132.12917	6041.75859	8272.83899	5941.80757	6027.23089	7375.75879	7733.5692	6682.96498	6389.268	7577.82254	5612.31338
4200	4500	5879.80111	6339.81113	7525.63703	6065.99943	9115.03027	6972.16925	8499.94795	6388.92084	9143.74581	5738.6114	6784.22255	5474.91099	6010.36201	5663.14446	7043.78888	5650.95082	7357.36022	5713.05297	7071.7927	5653.56144	4537.13332	5714.78418	5518.14307	4699.80434	4764.37908	6071.63954	4430.22705
4500	4800	7750.17581	9578.30132	6618.29295	6178.63309	8150.4751	6993.17299	6004.52555	6480.55392	6766.74004	7273.57202	6990.59894	5269.41102	5934.84118	5576.84588	5588.53265	6498.45544	5965.14329	6624.81243	6065.86633	5711.88266	5416.32759	7630.05127	9637.33308	7593.04117	8821.61833	6703.89869	5543.27644
4800	5100	7766.34503	6596.47795	6135.1814	8461.25516	7286.53906	9245.96223	7300.22716	7250.77756	8512.12109	5897.9872	7622.37513	8625.57327	6696.2222	9387.52612	7213.64349	8270.95186	7264.74827	6928.93522	7517.98285	6281.73102	6311.93502	7279.79072	6824.96484	6395.78207	6576.92872	7580.91774	5705.01978
5100	5400	5972.50042	9117.94565	7253.4847	6381.12215	9332.62109	6273.05875	7617.60653	6371.56102	7888.06443	7157.01005	6781.25501	6760.30051	6574.62743	6814.59262	7008.22668	6514.17012	7306.23537	6815.18653	7190.59699	4555.0266	4581.86617	7366.15176	9252.58559	7013.3893	7156.62924	3985.32853	5198.83586
