frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pc	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VPL
480	600	29573.79198	28563.58687	33139.83008	31788.42875	34507.72822	22556.35802	37096.09799	26118.60843	35034.49251	32142.30987	18406.46952	29314.53348	30391.53436	34389.68783	23417.96724	33467.87767	28399.92067	26392.36932	29117.98698	29487.35763	30808.75072	22711.89258	29002.67796	28687.41672	28285.57749	29411.81481	28699.60744	33724.79853	22726.89091	37105.58674	24100.85259	33069.74554	31197.52938	20859.10787	30288.93119	29716.25977	27895.83607	34526.42781	25986.30609	33966.02372	29293.55693	25236.07599	28608.45957	27148.44004	29136.46726	29506.32041
600	900	23915.59693	24467.66857	24815.69543	25877.89752	24679.93352	19888.71106	25599.63086	21706.42257	27703.70736	25025.56862	18628.18951	24146.67787	24396.95074	26830.50723	20990.32808	26554.5332	22463.06422	23353.62012	25731.66764	25277.39254	26340.93785	20736.54883	25125.2203	23314.03597	23599.38185	23734.94922	26583.98681	24520.37861	20471.12269	26703.31034	21395.40718	28241.4652	25331.9272	20634.83957	22675.74249	25854.82422	23820.0466	27981.50949	21732.00762	26567.57793	22844.705	23097.86689	23623.85801	24332.05963	25093.06384	24671.79291
900	1200	20912.88402	21123.67234	19019.69474	23071.38544	19681.95605	17371.90854	21436.29806	18503.13881	22410.30766	19604.77579	17519.20034	19622.13309	21332.79709	22562.472	18232.96448	21810.28478	18120.82285	21048.91923	22775.34212	23270.82386	23343.23506	18603.60938	21905.52756	19262.23293	19768.51823	18180.80078	23616.76033	19583.13108	17065.83405	20500.91678	19204.40193	22864.33547	20538.31572	18816.4993	19020.31611	21933.67188	20624.16847	21831.1195	20061.2579	21622.07685	18829.26469	20068.09564	21025.09219	22411.88666	22625.10266	21573.92566
1200	1500	17897.09511	17704.93507	17496.92888	18806.54327	17921.09822	15907.65845	17803.83492	15916.01259	18864.67112	17300.39342	15172.7038	17941.92341	18445.19511	18352.19452	16872.53452	19082.72236	16246.95667	18327.45425	18820.69173	20491.45606	19807.16173	17480.30273	19021.86695	17400.93588	18611.05193	16638.98588	19546.1925	18300.36719	15351.13972	16937.19438	15347.88435	19621.36604	17932.86174	15720.20732	17633.73993	19818.97852	19316.07249	19117.47223	16752.79005	19018.0124	15612.43008	18543.70804	19351.52324	19603.81297	19058.34046	19699.05551
1500	1800	16400.20667	16358.21105	14380.06284	17275.68876	15955.60479	15089.024	17173.6383	14143.0942	16267.89297	14844.90617	14258.84252	15446.95201	16720.83294	15891.52024	14493.76849	17457.07683	13568.17024	17529.1375	17101.49382	18818.87081	18017.10336	15525.62695	17260.97332	15522.54824	16164.02013	14239.50923	17229.33871	14513.06483	14577.47245	14982.17084	14413.01429	16316.35956	15134.89031	14787.67761	15644.532	17730.41602	16185.01718	16476.07194	16629.20381	17063.65942	14720.98563	17127.79446	16748.46943	17543.07868	17039.72816	17675.78201
1800	2100	15090.28466	15180.64553	13889.04205	15541.89007	14360.53223	14155.5578	15993.16984	12591.22004	15847.24991	13908.30717	13023.12174	14667.83238	15039.10775	14843.74366	13498.60057	16205.76022	12661.75092	16112.87081	16098.15462	17557.80414	16912.29486	15575.19531	16491.71067	14652.26698	14652.49866	12943.51598	15203.30595	13707.23302	12558.22651	15754.70565	12738.55674	14566.54203	13966.05456	14284.70264	13037.50849	14528.14551	14751.16641	15016.55415	13853.4882	15531.68901	12879.90859	16088.55783	14502.4626	15726.80078	15495.07698	15563.84775
2100	2400	13874.36886	13082.73795	12377.82232	13968.2172	12608.75582	14353.2709	12812.79819	11185.55723	13534.97235	12778.39256	13063.84623	13328.55071	13031.1688	12911.27762	12865.60388	14346.68832	10834.21125	14639.96412	13472.71012	15617.55205	14918.34339	13868.31641	15460.53688	12605.71885	12937.89025	11905.61932	13465.39373	12111.68472	11903.42926	12816.43405	10757.42737	12307.03007	12377.30046	11804.24167	13220.65219	12676.01562	12711.92436	12230.2708	12040.4793	14173.05493	11032.3413	14370.75521	14003.69355	14589.27045	14311.50298	14754.54258
2400	2700	12173.734	12211.02825	11042.51945	13649.58402	10977.33256	11407.70013	12984.87301	10756.83868	12082.58995	11369.38082	11061.75255	12472.00133	13580.28682	12209.76433	10453.60268	13854.97549	10416.92532	12945.66886	12609.04378	13499.21002	13584.4617	13493.74023	13896.73354	12146.52255	12226.43296	10602.62536	13068.62195	10414.60389	11605.1131	11142.02602	9188.13497	11421.42749	11250.27439	11394.52805	11840.19156	13202.51562	11389.00108	11738.54646	11395.39113	12805.4492	10519.95841	13633.49594	12458.91855	13496.14494	12828.82732	13436.17248
2700	3000	10443.56997	10437.21919	9705.77766	12297.64993	10066.6277	11846.65991	10856.94481	10788.12462	10685.82188	10143.42062	10395.73198	10727.7221	12678.41005	11410.69098	10853.08492	12346.39009	10051.39382	11845.34417	11755.37956	12795.43609	12262.31682	12560.53516	12596.28485	10774.80487	10665.59663	9367.85773	10920.96884	9515.27449	10568.72031	10166.319	9703.74507	10534.72383	9969.50677	10696.1394	9830.34075	11946.33496	11219.68681	10602.12952	10355.39534	11721.27061	9664.83313	12385.78066	10883.00752	13016.96619	11842.75112	11932.69156
3000	3300	10630.78913	10335.95034	8820.66369	10100.45514	9406.76837	10767.91185	9700.73669	8594.78458	9850.70614	8879.68018	10139.14814	10091.70766	8976.47079	9331.37106	10464.36671	11087.89273	9061.01205	11826.53062	11598.83854	12226.92717	11274.29837	12360.0459	11687.48024	10615.54613	10163.17148	8630.60813	11374.8403	9479.29515	9446.88397	10183.92944	9665.21258	10782.64807	9855.5807	10198.44444	9617.33954	10848.25977	10189.88017	10060.64022	10047.51687	9767.54048	8698.97515	11468.26773	10928.83652	11927.30379	11844.99387	11272.25039
3300	3600	9798.79671	8737.22257	7883.09895	9632.51777	10640.71571	9748.48642	10481.22621	8649.64326	9098.45583	7979.35723	8955.72562	9655.91378	9309.94943	8896.10932	9935.42054	9988.77035	8085.31606	12077.57939	9797.88005	11091.6398	10104.51401	14290.76562	10673.68985	9004.69263	8430.44301	7791.68572	9783.71859	7975.39149	9348.13367	7954.34736	7443.30289	7629.08275	7327.94449	7559.49368	9896.13108	6328.75928	8649.12969	8956.23021	9160.97752	10130.35632	8702.05727	10294.84516	8807.59204	10618.04651	10145.41121	10982.62807
3600	3900	10322.43457	7810.28587	8158.04897	8669.85102	8667.96041	8225.02558	9362.6637	7173.80997	9413.67198	7797.37102	7783.49299	8515.10093	8365.69312	8654.5461	8007.61507	9118.06168	7431.16406	10706.45458	7809.26383	10431.92896	10564.59156	11202.29297	9910.27437	10381.01663	8025.85486	7124.04377	8908.0056	7149.69918	9186.86358	7023.53837	6903.59964	8354.8763	7718.38309	7437.72901	8285.55431	7736.87744	7897.83851	8151.9193	8444.98343	9597.33851	7447.59663	9803.02032	8159.9564	9671.82147	9441.99881	9601.94473
3900	4200	7205.35891	8174.70401	6190.72521	9443.11689	7273.53335	9087.9553	8269.28754	6621.92256	7848.51442	7147.69812	7633.58099	8731.68673	8761.5642	7396.49281	7909.08598	8675.68108	6703.1142	8710.29856	8163.5686	10030.16544	10123.95057	10111.39648	9393.77351	7759.42553	9501.64189	6042.77517	8761.67964	6156.69389	7853.56373	6714.90203	5907.39939	6971.99217	6687.02066	7036.92951	9280.67135	7110.58398	7312.17654	7474.78417	7391.94919	9870.37196	6924.68379	9436.33551	9629.66968	9681.20867	9375.90849	9144.46689
4200	4500	7498.19542	7575.57651	6409.99802	8671.47507	7506.76754	7737.55601	7297.39638	5553.2112	7753.89993	6907.22315	6587.93872	7168.31522	7327.75921	7330.65627	6323.49192	9114.41589	6464.29768	8550.01409	7834.8033	9408.99674	9124.0065	10271.65918	9158.501	7626.98778	7816.99709	5528.36206	8250.17649	5774.97818	8426.25629	5965.94363	6909.93686	6474.53091	6376.03158	8433.60815	5975.03625	7530.88281	6689.65002	6320.61375	7756.42962	8858.20755	7315.13225	8729.42741	8222.62505	9115.52549	8971.09586	9088.75451
4500	4800	8131.46128	6941.48564	7097.70379	7878.36903	6738.3141	8658.83367	6742.97649	6710.58219	6563.27797	5972.5433	8065.35054	6661.50896	7708.75401	6607.12037	6406.46249	7923.07348	5645.76531	7867.75296	8236.02775	8653.24311	8418.45958	7173.57764	8186.17832	6829.62203	7588.2755	6323.59681	5912.26252	6263.56175	7171.86941	6877.27034	5395.54099	6433.53246	6583.12879	6815.0132	6738.10258	7512.06104	6077.8486	6781.55479	6647.10543	8431.82277	6459.06014	7261.12559	7720.82319	8151.36668	8145.03133	8355.76293
4800	5100	7592.86078	6140.44846	7657.48535	7781.78587	8173.92477	7402.25619	6365.54143	5206.94759	7027.16201	6245.898	7048.31359	5889.48567	7201.76739	6789.44698	6278.85508	6693.95863	5530.48143	6783.16366	5216.64119	6942.67401	7225.70523	8889.16992	7791.55006	5678.22458	6154.87702	6749.91504	7810.25691	5823.30078	6653.68086	4622.51476	4739.26018	5129.5666	5662.17798	7198.95582	5154.4538	4703.42188	8155.37089	7063.09335	6418.51052	6900.46217	6234.26973	7098.99353	6052.01675	6548.02134	6610.71842	7618.05177
5100	5400	5566.26977	5873.09168	6457.93486	6855.3017	9315.2978	8783.03736	7649.94796	4452.421	7040.79185	6312.1996	5018.59984	5538.204	7297.70945	6348.21724	5820.25637	7997.64183	6527.6944	7460.10513	6094.24618	8465.13907	8244.90071	8619.20996	7232.59639	5956.64186	6485.4632	5881.1626	5913.67154	6415.52791	6769.63358	4703.90821	4944.61547	6038.88054	6200.38525	4194.60406	5224.59416	9428.41113	5935.68877	5746.20176	6504.49237	6361.01725	5567.07453	8113.16021	7079.67158	7926.07887	6955.65371	7197.9864
5400	5700	6739.1059	6253.2578	5519.70756	6171.41956	7053.78273	6410.42676	8155.36436	5669.23916	7574.22592	6116.4458	7043.18929	4848.14736	6701.51592	7171.70539	6407.38917	5312.62773	5619.47627	7900.1935	7211.82471	8158.91249	8245.45024	9252.47656	6556.43671	5992.4304	5662.06534	4735.28862	5352.13705	6599.01938	5931.90825	6291.52291	3758.60976	5747.63537	5266.63778	5948.86192	5615.81629	5873.78662	5536.79987	5930.18145	6628.0421	6504.18124	5261.49617	8174.69947	6625.39409	6923.86296	7174.78564	7654.80316
5700	6000	5828.97311	6177.84593	6291.74049	6101.98186	4399.22375	6786.72655	5460.52066	4833.13732	7312.0118	5809.30248	5791.39489	4988.84919	5982.29797	6557.54349	5298.97516	6482.22161	5452.5788	7142.08042	6733.94686	7456.41064	7199.8839	9342.02637	7590.8021	5093.72979	6665.71662	4593.4496	6131.41526	5528.26277	8552.8634	4574.15539	4783.4486	6759.40188	5923.25868	7218.82904	5445.95279	7452.78516	5519.2928	4889.41452	5598.93462	5192.5148	4752.3317	6379.8761	7951.48306	6737.44334	6566.26911	5953.12734
6000	6300	5026.76041	5591.31864	4449.49642	6004.90883	5671.4237	6807.38181	7501.13826	3927.49652	5306.37368	5296.88822	4709.80306	5918.15193	5954.35226	4505.10748	4391.7741	7094.22793	4605.00231	5919.11327	6805.21965	7089.64341	7313.20665	5920.4707	6917.92859	3823.08319	4806.57828	4803.57453	5209.18079	4994.35363	6052.29594	5677.34047	4547.40914	4764.54699	4741.43151	6451.25144	4855.21315	5187.82861	4812.65489	5589.32733	5788.1999	5668.29553	5258.28732	5955.15512	5070.36895	6616.46568	6655.97635	5591.32207
6300	6600	5865.91941	7422.23429	5408.32955	5778.96285	5000.8265	5217.37453	6337.78601	3701.01824	6944.23734	6735.40902	4636.41344	5633.40109	5979.46096	6526.65224	5349.7029	5871.17598	5567.20784	6144.10745	5582.55078	6029.21093	6432.47334	3961.39551	6068.71682	5196.40871	8448.79711	5145.82313	7453.70342	5352.75909	5414.69524	4155.59758	2577.49537	6621.17245	6775.83273	7735.38821	6902.83628	8258.15234	5159.23348	4675.0971	4159.56734	7027.76371	4356.65737	5921.68335	8853.50049	5750.64156	6395.55367	6626.98246
6600	6900	5594.91154	6093.24006	3872.17918	5509.1491	3693.99577	6534.06936	4572.96382	5765.12263	5111.986	4674.98555	7862.50353	7351.94957	4723.11222	5413.4008	6694.03283	4712.87286	4160.94953	7363.74289	8152.0861	7171.91351	6268.38418	6081.38379	7013.88163	3906.12167	4007.25153	3877.88645	4919.03788	4119.27338	6685.97829	8196.11793	3437.09094	4244.71092	4583.3112	4954.34081	5505.77671	2618.31958	2482.48426	6848.63481	5343.36997	6863.07565	5626.7446	5801.77193	3800.46042	6272.00866	6314.3967	8503.68992
6900	7200	4732.58683	6790.64298	2783.70167	3653.50752	3078.98916	5513.64136	4059.69049	2698.51184	4584.79014	4488.88927	7048.22938	4073.90435	3603.55845	5106.9611	4703.51726	4931.76083	4882.14552	6465.65188	7304.29842	6406.79979	5859.4375	5369.01953	5542.42403	6396.64064	8016.26838	3591.33859	6616.0032	4470.13394	7361.95279	3881.95592	4867.66068	6562.95515	5249.77681	5390.6641	4262.04383	11902.91895	6213.28488	3197.37651	5648.03463	3707.26437	4215.19538	5826.98233	10130.79785	6263.00224	5947.56464	4428.83774
