frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
1800	2100	12274.565	12818.15918	14070.35457	12590.76758	10642.92709	12386.4426	11178.81127	12293.35858	11886.98962	12906.17409	12671.69678	13217.31029	12677.64771	12233.06438	12552.39972	12744.6602	12596.01631	12797.53421	12284.15672	13391.59596	13350.38498	12880.00996	12705.19727	13088.53587	13615.63306	14127.66811	12735.81651
2100	2400	12579.95866	13660.54937	14222.90234	13007.99523	9656.15112	12782.23286	11260.39796	12182.94417	11938.1941	12418.67222	13162.48526	12981.64048	12938.68779	12341.05278	12503.69336	12847.6604	12520.18906	12442.2469	12400.93803	13161.51391	13058.32949	13185.07988	13147.98975	13279.97327	13511.41669	14613.53655	12751.24403
2400	2700	10497.44217	13223.639	12183.01684	11624.63607	10365.63418	10653.36643	10084.51261	10099.29626	10950.27006	11459.83677	11378.37888	12809.02944	11422.89927	12903.47261	11489.23555	12450.76538	11443.82661	11021.42726	11061.87774	11704.52335	11676.50356	12631.73555	13254.47217	12575.84722	12677.27178	13867.66853	9971.93918
2700	3000	10217.48394	11983.65853	12020.61125	10438.08876	9418.64401	10112.35211	9154.83017	10083.70826	10566.35177	11654.79713	11556.75543	11535.15846	10940.70081	11091.20015	10672.22117	11095.59717	10964.42589	11111.64919	10630.91781	11616.09999	11815.02942	12221.44531	11833.2876	11740.7708	11816.00471	11551.46066	10901.94043
3000	3300	8463.77599	10773.2742	9829.82063	10477.1135	9361.76534	8697.48557	9432.04933	8801.65774	8986.45424	9186.30542	9055.58588	11720.86654	8677.34384	10836.39894	9063.35338	11033.11296	8903.02837	9183.00265	8923.11907	9933.44036	9456.1738	10945.93672	11087.66309	10104.23056	9995.40264	10904.31138	8383.13656
3300	3600	10513.44954	11426.28342	9713.3975	10071.54427	9642.9967	9851.41927	7798.54583	9129.94616	8912.82436	9947.70275	10059.66977	11720.19347	10003.78573	10650.60064	9756.01448	10438.93604	9503.65379	10290.97508	9226.84783	10272.29116	11389.2481	13079.11309	12966.95459	11200.58139	10949.54472	10271.24442	10675.97168
3600	3900	8205.11838	12606.61274	8895.07629	8492.6881	8059.4781	8226.53706	6525.00572	7431.19219	7178.96168	9883.83388	8288.04442	10650.87927	8566.52543	10340.88306	7922.0641	10197.73464	8053.22369	9386.43778	7737.72977	9430.54925	9754.38863	12378.55469	12787.08984	11739.67299	11415.9348	9897.90332	8262.89632
3900	4200	8574.41319	8654.48665	9062.44344	8041.03016	7728.36088	8571.47038	6719.59379	8146.76003	7336.61919	8731.31495	8501.13757	8555.4728	6913.0744	7822.89238	7310.02155	8134.54427	7397.32653	8680.99791	7285.00206	9292.93493	8649.53377	9865.6748	9464.35938	8662.14814	8181.84041	8503.63149	8312.64822
4200	4500	7338.92144	9737.17969	8060.34414	8273.69873	6582.57528	7619.7066	6248.54962	7876.08319	7047.7308	8656.04129	7907.83699	9261.38451	7128.5213	9284.36551	7080.54336	9556.09428	6933.18144	8343.4483	6782.69126	8694.51277	8316.48998	8736.09844	9136.80908	8688.13378	8954.98304	10110.55511	7884.72456
4500	4800	8939.12164	9342.46126	8683.70332	8361.3839	7377.47283	8978.79351	6764.86473	8533.99668	7439.64602	8596.54544	9403.90587	9438.70799	9063.45162	8535.64376	8285.58383	8479.57975	7952.44238	9231.84796	7689.28117	8257.08174	8554.20509	9234.14727	10293.24219	8711.85583	8708.77011	9377.67913	8596.36757
4800	5100	5797.22629	10025.16851	7016.70318	7642.07563	6320.68859	6120.06809	6345.03534	6684.95996	6420.10931	8192.43535	6592.03117	9317.86737	5606.45651	10244.21919	6071.71124	9769.96554	6005.5768	7434.68989	6138.96477	7633.79971	7058.06782	8706.53721	9132.95166	7787.4237	7290.97247	7382.60721	5598.91715
5100	5400	9517.34516	9349.01557	9779.41467	9837.25423	7001.13227	10107.36654	6084.36121	8900.42761	7058.50926	9193.32002	9371.47668	12596.58427	7451.23135	10568.09277	7439.06996	10550.03937	6853.04876	10404.7512	6748.25534	7861.95501	7480.95577	9204.21289	9969.71924	7382.44238	6917.74206	8028.61063	7816.35156
5400	5700	7176.97238	7725.71143	6434.37289	7529.47819	6172.23616	6844.14209	6878.6564	6851.54839	5987.19986	7076.18844	6357.58229	9601.73799	5788.20788	8652.65402	6315.69053	8142.19515	5815.40213	7746.24203	6068.82244	6472.1178	7039.70398	7849.38779	8308.7146	6763.52619	6956.34895	7619.85038	6973.09543
5700	6000	6408.80615	9203.08415	6570.22566	7222.96457	6449.74407	6093.54226	5997.33213	6243.9615	7258.14706	7374.70634	7193.33698	8233.50785	6767.86399	9241.03635	6928.79189	8778.69965	7022.07107	7046.30426	6562.17026	6247.28058	6833.2542	6794.60869	6909.35742	7293.07717	7652.29043	8158.36935	6232.20839
6000	6300	8450.68137	7373.75678	8104.04189	6929.15641	5164.79051	8135.49457	4388.57872	7490.81539	6451.50105	6753.81735	7831.01228	8011.12124	6215.23426	7992.54053	6072.76358	7121.63495	6154.91593	7777.49046	5921.06858	5241.01258	5447.44891	6288.01211	7543.28149	5600.94591	5853.29785	6877.45222	6106.45605
6300	6600	5656.83903	6457.47504	5400.90867	5545.87701	6464.91016	5010.51725	4824.73279	4816.06167	4162.48391	5330.33233	5317.30544	6796.50024	5001.47415	6418.00174	4732.59864	5462.68671	4523.02898	5584.10675	4587.41818	6444.49584	6495.82446	7904.91504	7783.61841	5680.45682	5517.15562	7504.76011	6313.50895
6600	6900	4374.87668	10897.59874	7323.6093	6400.17757	5518.49037	5009.89722	6169.83983	5403.93706	6712.55269	8066.01729	6602.14037	7561.47094	6244.53441	7687.80703	6458.7751	7170.30133	6649.74412	6393.96444	6778.93719	7164.43795	7221.49618	6396.10566	8968.91846	8005.10201	8062.3192	8422.65102	6082.10862
6900	7200	4829.88064	5222.03057	5570.69652	6887.82123	5458.25529	5755.0115	5441.5092	5291.79485	5894.0086	5989.42162	5505.69507	5657.66929	6858.36714	6238.35291	6918.53361	6583.21619	6488.04454	5405.59386	5846.01794	4794.23108	4516.08856	3103.61631	3234.63489	4373.07855	4750.40138	3257.83855	4955.59055
