frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
480	600	16972.46604	18664.17839	23415.9975	18673.7806	23857.94625	18406.74457	18019.98384	20948.82157	21154.10293	20470.35911	23498.19751	20204.35033	23213.09295	18537.22556	22719.45622	18817.35258	22631.28009	20728.35686	21815.60194	24305.9843	22240.27831	20810.78906	20035.85352	20142.23957	20259.60507	23026.16657	21461.84874
600	900	17832.53581	18917.09245	20464.82836	18497.48199	18279.66447	18108.12348	17449.55157	19120.24414	18771.47286	19792.69684	20120.19257	19847.70616	19711.61003	18764.3129	19447.97481	19039.88249	19532.2236	19606.62969	19302.50285	21890.06433	21636.661	20138.05156	20010.71094	20476.69549	20540.77644	21921.26395	20988.83789
900	1200	15605.40299	14076.23546	17389.43746	15831.04861	13634.8144	15086.5204	14867.48994	15086.27404	15401.67419	14597.65722	16020.94141	17006.53255	15646.68349	15582.14275	15800.5656	15948.20988	15819.61089	15307.83103	15632.66156	16146.32914	15935.67183	17912.75312	17402.9707	15055.47548	14884.99254	17850.06194	15659.39659
1200	1500	14690.23926	16574.33702	15783.37543	14948.59679	12579.22534	14705.79546	12898.48349	14409.72417	13673.89816	15273.71235	14461.75839	16219.2891	14162.11936	15491.81873	14307.54987	15879.25785	14274.87952	15111.16613	13994.44884	16283.41867	16474.95654	16934.12266	17123.93945	17001.18555	17032.12102	17565.73633	15048.87858
1500	1800	12955.76172	16694.12283	15126.42574	14157.11578	12002.36521	13401.87272	12165.36997	13470.88416	13169.72201	14733.39255	14785.5914	16315.91887	13232.8218	15187.45095	13658.63025	15831.64616	13463.57928	14542.9909	13321.06977	15585.35465	15942.74268	16595.95371	16952.33203	16887.99186	16959.22551	16150.38672	14243.62511
1800	2100	13420.1505	13706.15658	13994.8616	13230.21788	10971.75433	13017.15386	10946.72732	12491.39232	11755.54725	12946.00261	12704.7569	14920.11299	11544.4026	13255.26092	12087.82981	13620.97445	12022.31742	13284.98443	11764.70536	13148.95244	13428.59611	14584.09121	15129.61182	13183.48662	13487.06525	13543.84849	13150.0217
2100	2400	13947.54134	14550.44987	14128.97551	13594.48307	10122.6951	13491.00282	10737.4565	12369.24865	11456.42211	12825.19532	13081.51089	14525.35822	11640.54434	13662.13314	11759.98522	13979.72611	11597.35395	13177.23516	11459.89511	12824.26115	13327.40589	13518.12754	14100.90869	13509.32757	13793.22514	14344.27176	13157.78375
2400	2700	12002.50803	13689.63628	12242.46387	12176.65777	11042.45968	11793.6403	9792.7383	10835.13732	11096.32031	12370.79191	11516.34564	13087.85948	10853.77347	13019.08331	11087.58139	13057.96895	11065.10872	12130.21244	10842.43316	11694.91949	12243.5913	13966.78613	14521.0127	12904.418	12830.32457	13171.74149	11203.73687
2700	3000	11448.24295	11911.51899	11463.33117	10825.65451	10330.7234	10893.16992	8910.96884	10505.63386	10092.81206	11845.30085	11199.71359	11757.35305	10305.74613	11121.25383	10405.79549	11192.33081	10364.87091	11552.46267	9906.04567	11836.41766	12053.54617	12328.53828	12144.86914	11761.33001	11822.96044	11572.10686	11597.39529
3000	3300	9513.15831	11932.36068	9810.4002	10348.44119	9604.32012	9330.17611	8790.17725	9140.15869	8812.57927	9917.55635	8810.3914	11804.15014	9029.40686	12121.35266	9210.27374	11852.0883	9117.68797	9916.1411	8812.90932	9842.63738	9798.75304	11515.27832	11493.58154	10641.61053	10565.1249	10444.70117	8798.19076
3300	3600	10772.14084	12072.01128	9475.42008	9617.82194	9214.9693	9644.2538	7679.47777	9018.85515	9016.66096	10605.98817	10167.46002	11335.86191	10108.05472	11016.25198	9697.46215	10634.41313	9559.77076	10489.32893	9363.56753	10615.82272	11334.65237	13438.40937	12974.52393	11981.53803	11461.84613	10400.85352	10548.84787
3600	3900	9954.62174	11816.65755	8615.71898	9304.50743	8275.06576	9788.47027	6959.58994	8245.37408	7357.97323	10826.97874	8650.0486	9711.98271	8386.87493	9818.79207	8062.57621	9809.18868	7919.96331	10388.65313	7689.66624	10063.13259	11028.33478	12032.25195	11321.70215	12287.70834	12176.29127	10240.1377	9580.3386
3900	4200	9200.70888	8887.07845	8145.09189	8670.62668	7686.72174	8653.97776	6973.44298	8230.25482	7076.78594	8661.22922	7646.33333	9446.38874	7185.94057	8277.58296	7771.39541	8472.67826	7220.33934	8696.9362	6856.92879	9285.12612	8661.33852	9665.22051	9921.47559	9049.46615	8463.15919	8646.46108	8442.73823
4200	4500	8663.74506	9508.08507	7418.12406	8529.55914	6837.3511	8699.73562	5651.44787	8219.96432	6261.17074	9229.64372	7389.71202	9175.45956	6674.97367	9198.25804	6552.36988	9464.863	6244.17336	8948.71345	6070.96193	8357.07814	8319.64723	9015.28086	9019.92969	9217.76127	9410.38289	9567.75823	7956.11458
4500	4800	8426.02078	9719.6008	8371.04637	8623.0351	7705.06013	8698.1633	6847.65684	8862.00767	7006.28439	8776.06147	8779.83369	9571.39706	8201.68551	8920.30858	7796.29908	8594.92448	7342.56378	9087.53613	7343.67587	8311.41583	8884.82803	9924.85762	10375.43701	9328.17907	8877.35603	8603.76632	9077.29102
4800	5100	7814.40598	9868.85938	6450.41883	8121.21029	6636.41655	7785.05697	5914.12081	7307.31172	5981.84988	9342.42743	5990.29405	8360.47076	5869.11529	9538.23107	6171.28772	9747.8798	5871.21161	8261.15314	5631.07569	7819.94135	7466.52614	8115.42031	8160.54126	8172.69888	7749.15951	7099.59215	6728.11475
5100	5400	9881.18186	10273.61583	7272.03852	9121.97917	7222.23523	9708.90712	5955.19709	9937.62926	6161.31954	9646.19842	7492.24545	12333.14211	6267.53521	11467.80758	6403.94077	9976.24699	5855.67962	10779.4525	5843.76601	7854.37613	7632.03678	9632.40313	10579.07275	8185.66422	7280.30913	7721.56655	8566.67687
5400	5700	6363.16271	8496.39117	5323.57117	6987.88894	6057.29173	6439.75879	6161.84504	6856.43797	5925.00238	7626.35008	5935.52635	9077.86024	5292.40314	9069.47838	5816.93624	8311.57717	5505.12838	7769.21741	5782.92456	6610.9399	7174.32436	8060.97217	8118.98462	7033.5129	6929.80382	7949.52469	7207.07221
5700	6000	6337.55268	8760.42204	6679.40281	6994.91471	7063.56653	6538.98465	5234.62188	6743.66689	6406.16207	8332.34657	6539.20526	6772.71027	7080.73859	8334.77195	6615.58533	8492.13039	6714.24174	7289.4353	6330.26436	6288.51763	6945.6683	5841.17578	5608.38916	7571.31039	8261.73002	7753.6234	6840.68549
6000	6300	8533.2321	8097.17236	6195.40434	7065.81304	5719.24433	7513.21007	4149.6472	7951.0211	4947.22546	7394.69808	6543.20544	8149.77507	5299.59472	7793.43576	5101.96953	7137.35594	4642.68443	7988.22285	4404.6773	4991.25981	5629.63588	6681.07227	7917.76099	6444.336	6642.659	6754.00642	6817.00494
6300	6600	4828.46615	7452.96251	5906.79295	5533.10824	6706.07987	4404.87967	6624.12921	4647.87966	4832.38381	5761.1924	4849.46227	6444.77253	4991.90042	6685.59828	5186.98968	6114.00553	5095.09223	5443.82547	5500.67446	6235.64896	6242.29844	8570.88955	7975.79224	6141.89273	5667.66583	7984.07868	5860.56277
6600	6900	6139.80545	10865.42307	6908.79934	6889.70204	5416.50076	6605.53874	5902.23913	6442.91205	6542.51748	8539.3432	6351.02516	7679.30044	5673.33887	7500.9817	5790.52696	7016.0001	5917.83611	7557.43836	6021.56652	7321.00017	8039.81623	7666.37588	9584.81934	8705.27308	8756.35675	6548.21554	7824.59456
6900	7200	5142.27686	5450.62798	7605.62811	6793.18674	5372.29259	6378.27186	4250.42965	6049.9859	6329.61518	5852.65282	6511.66887	5903.39361	6411.68654	6766.4463	6644.47559	7001.72015	7002.1292	5871.22087	6351.64629	5106.91275	5066.15285	3665.53496	4108.80164	3787.767	4531.95147	4026.89174	5948.20123
