frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
600	900	18745.34165	14513.7647	16630.87211	18597.3765	16406.41602	19153.75751	18170.54665	17653.69506	20026.20499	16583.24038	16218.87271	17268.00898	17053.88464	18177.37671	17649.53431	17577.92673	17554.96143	17751.71773	17508.82436	16176.97994	16018.72736	14859.75234	14432.62612	14711.75656	15840.19354	18305.04153	17293.54434
900	1200	15954.56958	12296.27749	14532.17649	15396.83901	14095.85254	16581.64813	15506.69492	15245.57454	15868.3732	13859.12087	13509.27628	14558.99227	14002.71236	14959.43082	14508.1834	14890.21682	14595.95416	14824.28131	14377.20388	14025.37872	13477.29149	12298.84258	12630.17648	12521.77963	13218.71834	14485.4662	14852.70068
1200	1500	12420.21899	10614.93677	11627.52942	13099.1439	11064.18164	13304.33642	12773.93657	12844.8156	13130.36165	11937.92131	12255.47622	12153.98946	12307.07503	12547.81591	12663.5759	12637.37721	12567.77449	12581.06023	12646.77763	12454.93119	11581.66229	11816.87637	12798.59584	11473.02334	12500.96362	14548.18937	12226.15215
1500	1800	12363.98215	9684.53301	11137.43222	11085.26018	11164.68848	12329.93006	11486.52166	10935.91816	11852.65715	10547.916	10059.50823	10818.70023	11043.86598	10493.26389	11197.57821	10713.37116	11160.26034	10963.43982	10987.59879	10582.12046	10304.82988	10753.57422	10633.10421	9787.90159	10425.61344	12709.50526	9577.08892
1800	2100	11028.96279	8176.03669	9312.36447	10044.70807	9269.88965	11207.5959	10411.21029	10812.16869	9892.62406	9152.30176	9426.38211	9731.20502	9511.0872	9846.72149	9459.88761	9925.48787	9503.22339	9754.71133	9646.57731	10356.94567	9851.55226	11538.84824	10451.24665	9691.10989	9509.36712	11151.96667	9156.09751
2100	2400	9286.50618	8403.43472	8130.19251	8579.09837	8419.53613	9545.01557	9342.55045	8818.03147	9829.84693	8522.17695	9132.92121	8362.93299	8892.63202	8295.75475	8834.89776	8353.49353	8842.84304	8555.70018	9116.57952	8685.13035	8373.44551	9457.18652	9583.25126	8923.31732	9334.32658	10973.46603	7391.93477
2400	2700	7108.16124	8888.67136	8365.29151	8172.36973	9291.81348	7883.81077	8354.14266	8458.58568	8750.52964	8007.17788	8675.1769	7962.32252	8056.18266	8392.65709	8016.70349	7986.90357	8186.47355	8092.12951	8403.21453	6914.03052	7024.63337	8888.95938	10149.56334	8025.47459	8573.05877	7372.10706	6608.97898
2700	3000	6559.26528	7974.47781	7749.39473	6636.746	8489.3252	6680.3544	7757.70465	7064.95334	7655.916	7411.88841	7098.85836	6707.00267	7788.72924	6294.25441	7825.55617	6311.39855	7777.59906	6979.45232	7598.15605	6412.55333	6698.28346	9136.41777	9559.62193	7915.89312	8296.7784	7129.92582	5959.60554
3000	3300	6561.94792	7577.97317	7111.60253	6733.98961	6518.70117	6579.72001	6934.80676	6096.33857	6619.47461	6984.8198	6207.29246	7165.38835	7863.18581	7322.60297	6739.69292	7010.07977	6708.80953	6768.84796	6657.33707	6340.36807	6934.697	9276.93379	8953.20578	8412.15516	8065.93815	8367.15725	5483.07856
3300	3600	5154.40957	7343.9363	5716.89852	6296.98415	5766.36963	5622.74681	7028.16454	6377.79825	5538.66271	7032.44485	6020.36654	7313.28737	5052.86642	6940.76399	5443.01756	6779.27167	5430.61649	6665.68791	5506.9937	7057.58201	6740.71764	7077.47314	7918.4255	7427.11558	7770.22685	5439.99306	6036.07808
3600	3900	5366.40408	4902.33955	7365.35351	6800.24672	7678.82471	6595.9463	5669.28905	6970.85036	5242.46848	6506.8976	4827.19157	7197.6062	5494.3548	7193.8962	5330.30637	6652.01871	5347.80489	6903.92957	5041.28916	6987.81963	7138.36425	9403.46914	8135.7802	7707.83284	7145.96604	7565.06834	5688.80469
3900	4200	5425.17032	6516.91609	6349.60212	5826.69403	6192.8335	4942.14642	5756.61463	5871.79257	4716.98596	6990.34979	4700.22529	6396.15874	4839.20552	6900.30809	4797.54095	6828.24565	4956.55628	6444.87968	4768.7854	6572.18048	7452.00448	7885.52236	7908.33378	8542.10291	8435.98717	7529.77446	7091.8877
4200	4500	4653.19016	6253.63555	6262.66442	5119.79759	6585.29883	4748.30842	5298.24457	4974.88314	4722.04519	5872.08883	6053.31372	5695.56417	5378.24567	5504.58723	5343.26671	5774.00083	5433.39111	5445.39538	5452.20658	5425.03796	5340.0248	6169.51836	5628.28118	5929.14615	5536.9902	5301.33781	4793.55106
4500	4800	4893.33433	5515.38638	7529.54951	5153.13088	8288.2627	4939.84253	4782.50748	4840.60633	3900.76367	5435.83329	3937.0998	5730.90606	4905.49261	6351.21401	4515.97165	6162.0286	4675.9339	5343.48699	4130.10985	5229.32975	5235.51381	6668.83213	9080.72928	7443.00492	6950.24788	4644.10976	4926.61021
4800	5100	3547.82615	3220.54883	5468.98292	4965.62644	6836.6499	4342.72065	4719.94521	5061.56911	5262.9746	4597.19421	5822.63215	4318.53459	5203.77353	5389.47744	5646.1174	4955.54091	5566.43561	4743.10604	5647.30974	4572.03755	4103.60871	3654.7937	3875.60086	4171.91062	4780.19578	7035.26129	3566.92004
5100	5400	4051.30452	6681.73733	5619.05913	4243.87646	5157.60156	3960.25581	4364.09913	5422.34739	3562.71242	5717.40162	3588.2696	3768.10521	4825.39331	3752.96117	4531.72214	3731.9834	4414.26888	5158.7197	4159.99179	5318.4813	4946.76709	4928.31465	6254.13281	6034.29184	6614.47974	4822.26357	5944.41726
