frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
480	600	22834.31235	18356.66538	22139.39655	23152.9159	21946.59766	22840.88491	24014.48974	22487.48333	25029.187	20300.97307	22719.49207	21792.45874	23068.35549	21737.13792	23953.21285	21311.15049	23850.18263	21628.73999	23572.62011	21746.13524	22080.10513	17571.83398	17788.42763	18664.13546	19688.63625	21625.91846	26024.32393
600	900	20816.54224	14854.81289	20037.1117	20798.30885	19804.40625	21025.28693	20818.80973	20094.19478	22691.9379	18128.66404	20277.81685	19019.0727	19962.51056	19381.81818	21090.11737	19221.95063	21118.78785	19388.09755	20950.45125	19059.83158	18384.29274	16488.46419	15415.23275	16169.50115	16956.34893	20943.87842	19991.9498
900	1200	15583.93229	13407.98994	15818.1536	16302.52385	15615.42773	16134.49762	16698.64782	16070.4289	17642.65351	14452.84976	15447.87415	14632.39948	16704.43899	15319.24782	17149.4117	14994.82419	16928.45357	15167.91148	16636.14355	14870.74547	14915.51658	14491.75423	14397.74902	14074.34295	14992.37359	16814.43537	15608.73839
1200	1500	14706.91986	11033.56636	13252.16022	14649.47845	13806.55371	15010.26996	13558.10899	14293.96325	15045.3638	13134.0017	14073.92524	13707.42272	13976.0432	14103.41449	14205.69159	14089.16233	14151.95457	13892.07516	14197.51531	14192.7261	13422.32411	12960.94857	12586.6798	12088.11064	12820.982	15324.26224	13820.70048
1500	1800	12851.32602	12066.48252	13110.53144	12504.22926	14029.83691	12720.43383	12323.07181	12623.33486	13279.18684	12322.1109	12096.59744	12309.49844	12503.92912	12249.54812	12770.07192	12300.71252	12699.3518	12503.17337	12405.21726	12423.19194	11510.58691	12518.37728	12584.11686	11504.37619	12323.31141	13563.31986	12116.2441
1800	2100	12099.60265	10340.54375	11582.62639	12320.8501	12141.18848	12218.6318	12568.54205	11728.69745	13040.15766	11072.20834	11094.55251	11289.76321	11789.9119	12014.04316	12331.31376	11906.13466	12247.86758	11483.10296	11940.79839	11506.8355	10477.41482	12180.61751	11411.4031	10563.42585	10974.57713	11950.86673	10375.44296
2100	2400	10765.63718	10906.18696	10857.86406	10714.76443	12531.65137	10973.14238	10943.16415	10763.3859	11733.13596	10158.71157	10669.68191	10175.58376	10414.81508	10364.23571	10658.92631	10235.56923	10778.38351	10291.7193	10656.62402	10870.37231	10311.02165	11332.3265	11342.92589	10569.17164	10911.09779	11225.26765	9928.74801
2400	2700	9407.70789	11017.57451	9523.56237	9014.06471	9289.86328	9146.596	10639.49418	8965.14115	11339.05829	9165.56539	9537.783	8801.90264	9501.83869	8930.68642	10091.55028	9066.52077	10021.44291	8926.72612	10014.50982	10089.80344	9375.02465	10290.30013	10352.30295	9541.41937	9742.06013	10424.45864	8695.57565
2700	3000	8858.30396	10469.73818	9529.76398	8953.29725	9916.97754	9004.54347	10262.22381	8568.77937	10260.76087	8735.15135	9366.15084	8990.914	10488.49156	8705.56206	10704.20248	8709.74558	10511.70767	8667.82736	10163.01179	9114.6203	8697.2752	10792.6416	11996.27517	10097.00779	10211.48635	9268.63405	7663.03928
3000	3300	9186.97235	8422.53655	9412.06492	7978.86055	8664.02148	8439.87053	8909.14932	8831.59664	10100.07212	8480.40788	8574.86564	7818.05629	8568.90131	7744.27355	8821.99851	7812.09062	8661.75937	8429.38742	8790.44493	8711.3065	8703.32041	9791.47982	10576.38672	8914.88399	9578.2692	11141.07799	8186.55199
3300	3600	9548.99492	6691.38296	8127.44104	9247.18204	9028.39551	9541.42303	8834.66301	8935.94154	9159.60495	8271.43885	8427.71606	9133.22789	8175.92766	9221.21772	8525.83189	9114.048	8635.22104	8752.99435	8622.83479	7241.33064	7713.71574	8054.39119	9025.99881	8599.39008	8730.16427	7590.24325	7682.15128
3600	3900	8484.32173	7405.9219	7704.32366	7547.47081	8803.05859	8162.26053	7886.83861	7428.56997	10466.18896	7136.6898	9273.07531	6195.95282	7956.49979	6739.94175	8827.95674	6925.28714	9043.63743	7049.67148	8969.76004	7295.49708	6731.39337	9091.38477	8930.8967	7743.52848	7555.91542	7698.65981	6477.67294
3900	4200	7093.28812	7591.57371	6878.32274	6507.24538	7463.42432	7247.17741	8064.87071	6577.57834	9471.43364	6779.93411	7547.59602	6572.4651	7073.86938	5728.86254	7991.25158	5935.54275	7880.30974	6501.31975	7902.19357	6446.02771	6582.57412	7668.4397	8104.45969	7290.89234	7035.97283	7451.98962	6484.08435
4200	4500	6093.55573	6565.65776	7474.28402	6290.30102	8431.5127	6768.21625	7812.85769	6399.29672	8388.39608	5968.75511	6783.68432	5933.67645	6516.20774	6034.69324	7031.87078	5997.03456	7189.1702	5933.0245	6963.58349	5949.95226	5073.56931	6421.83472	6298.14301	5447.50253	5388.39285	6082.70239	4933.33328
4500	4800	7850.62948	9180.45544	6986.10735	6198.26978	7382.63672	6855.83734	6380.23034	6441.08748	7321.22767	7309.89305	7069.73661	5156.44771	6339.48521	5363.55394	6242.22373	6120.41328	6380.56137	6691.87138	6573.21215	5930.12022	5691.46123	6877.66227	8967.85238	7417.94673	8508.13878	6985.61745	5979.99949
4800	5100	7935.74632	6436.10322	6421.56801	8136.62918	7487.88867	8534.68141	6860.0496	7308.13969	8158.23691	6348.09266	7714.18617	8182.29419	6714.0057	8917.69619	7058.69032	8387.00109	7136.16772	7077.30054	7347.72744	6323.8823	6414.61541	7518.77612	7257.13162	6510.81812	6481.17707	6812.42745	6334.6477
5100	5400	6186.721	8603.58552	7293.52688	6399.14055	8808.87695	6287.25062	7266.09739	6385.09587	7976.59775	7194.61741	7076.5189	6879.69582	6952.3048	6772.99977	7040.78425	6608.86124	7262.83808	6771.51904	7254.18552	5549.97771	5743.15069	7989.3457	9382.64307	7695.97278	7550.8422	4390.63628	6110.80621
