frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
480	600	23395.93179	18356.66538	22100.32119	23427.23118	21946.59766	24186.86787	25511.60218	23061.69257	25715.25364	20537.22348	22476.00434	22742.18657	23006.91931	22987.06433	24136.26503	22352.51282	24032.19844	22270.35167	23740.73184	21428.23611	22329.91594	17269.89297	18136.86105	18581.36921	19651.70372	21512.95703	27192.43164
600	900	20994.51958	14854.81289	20210.91616	20966.19914	19804.40625	21817.4645	22118.8638	20187.61821	23576.54925	18060.48388	19891.36355	19519.48197	19648.16435	20075.95672	21161.05384	19796.23162	21215.77093	19574.70543	21037.36976	18639.49201	18010.8023	16105.60156	15463.96024	15773.7251	16683.46365	21434.10938	19616.61504
900	1200	15541.58645	13407.98994	15744.45341	16415.66181	15615.42773	16604.10005	17681.6569	16273.86423	18127.64376	14413.46732	15021.84007	14767.14182	16629.02528	15791.66725	17299.52938	15380.37542	17054.04286	15325.40343	16711.48467	14173.24404	14116.34949	14354.0752	14469.58691	13501.42743	14482.99015	16495.83241	14754.31909
1200	1500	15023.78264	11033.56636	13056.14645	14833.28131	13806.55371	15790.68434	13932.21928	14607.01447	15440.86149	13133.55741	13954.81213	13807.0142	13835.05031	14488.27575	14259.07055	14461.60636	14179.78554	14147.80529	14266.99226	13842.5942	13156.40309	12727.5418	12532.19894	11749.42472	12689.62878	15166.87542	13610.11689
1500	1800	12855.77183	12066.48252	13098.1503	12598.39767	14029.83691	13001.7128	12973.88566	12865.22864	13495.28127	12380.79931	11950.77931	12200.32797	12379.73155	12262.9768	12787.95388	12311.6135	12787.93622	12679.66096	12465.34383	12048.37794	10882.30382	12368.21484	12673.3764	11067.29481	11960.33923	13159.36519	11764.81143
1800	2100	12550.39299	10340.54375	11357.79294	12549.6618	12141.18848	12923.9256	13793.65928	12146.08979	13468.05144	11198.1019	10967.70375	11268.65354	11634.87541	12316.09246	12521.45388	12190.80624	12422.81842	11839.04682	12133.15685	11130.39915	9966.37647	11794.6459	10996.94936	9962.83677	10729.72762	11790.19803	10162.25684
2100	2400	10726.53252	10906.18696	10924.7552	10907.83192	12531.65137	11392.36623	11960.78678	11104.21305	12427.10748	10074.38731	10741.70208	10411.14262	10383.91502	10770.05304	10851.19204	10462.49578	11018.61456	10398.36706	10955.65333	10552.68056	10033.39502	11244.70957	11184.47545	10235.82006	10632.98477	10980.57486	9741.1271
2400	2700	9527.501	11017.57451	9478.43284	9019.68231	9289.86328	9423.51796	11497.4754	9201.92698	11872.60901	9119.71867	9530.60896	8807.83762	9494.2905	9063.04942	10300.56301	9168.82063	10196.67904	8997.48152	10212.27658	9939.15722	9223.13143	10055.225	10318.23549	9283.16555	9570.46842	10303.66602	8584.39055
2700	3000	8903.77554	10469.73818	9586.56178	8986.22379	9916.97754	9280.05686	11295.66533	8666.12395	10712.32683	8545.09491	9164.00229	9066.32768	10810.62016	8797.41746	11154.61182	8740.31148	10795.31781	8595.60183	10421.06401	8653.44465	8009.15991	10717.6418	12284.49233	9766.73434	9853.18696	8856.23312	6821.93301
3000	3300	9110.71083	8422.53655	9221.92418	7953.16918	8664.02148	8529.42593	9328.32036	9025.80033	10171.64028	8186.7069	8545.31401	7596.87023	8280.59036	7532.94668	8544.14682	7552.86158	8652.05981	8285.19612	8690.93574	8484.58852	8389.53156	9772.92363	10672.3976	8559.88033	9473.57982	11581.07711	7693.89338
3300	3600	9274.43617	6691.38296	8089.51635	9277.95419	9028.39551	9759.18351	8894.38802	9015.51123	9336.1467	8003.83887	8437.86092	9297.31321	7869.01077	9565.15069	8399.51694	9346.24958	8574.41911	8668.99467	8508.17661	6927.19844	7494.37911	8012.38311	8843.53753	8411.96876	8460.34031	7537.12736	7083.52239
3600	3900	8623.35847	7405.9219	7811.45379	7653.86213	8803.05859	8611.25727	8520.57209	7718.50114	11661.24363	6867.61177	9516.6213	6087.85731	8199.53146	6903.66605	9440.84114	7079.44729	9467.71548	6951.17267	9572.52587	6671.50498	6308.14339	8884.34863	8369.42578	7106.63718	6992.7144	7296.83878	6370.40901
3900	4200	7093.60048	7591.57371	6609.83347	6387.93914	7463.42432	7455.76803	8287.54682	6482.1053	10166.74959	6348.19477	7556.2451	6254.34983	6818.9994	5250.93836	8135.89346	5506.72114	7973.65137	6066.45939	8058.85589	6008.1207	6096.68559	7509.52295	7932.5761	6931.55769	6596.61885	7226.39651	6006.92871
4200	4500	6083.89487	6565.65776	7500.10347	6329.81054	8431.5127	7223.21525	8899.14397	6592.45809	8981.8288	5906.21467	6475.86962	5800.8952	5950.1492	5999.31997	6885.08516	5926.49059	7231.45026	5890.07395	6944.46594	5798.06703	4735.66572	6311.26094	5789.39062	5045.82054	4894.99287	5799.78291	4562.93872
4500	4800	8038.26222	9180.45544	6843.49523	6168.403	7382.63672	7123.74369	5982.41279	6661.77974	7187.22032	7303.58271	7149.7658	4950.01678	6213.64394	5235.08172	5959.31844	6092.10457	6376.10417	6649.65064	6454.68974	5865.48187	5453.57014	6880.07549	9335.96073	7510.60153	8896.31853	6732.7428	6046.65054
4800	5100	8127.66149	6436.10322	6448.22377	8372.35118	7487.88867	9288.37389	7014.52262	7429.32099	8647.72702	6013.55196	7582.76611	8743.78275	6634.28376	9813.67768	7180.78326	8986.403	7239.52045	7049.43031	7481.13354	6344.58298	6395.66522	7584.67617	7042.06927	6450.93379	6518.49968	7325.05006	5945.29729
5100	5400	6033.25211	8603.58552	7258.49791	6467.93319	8808.87695	6286.85281	7878.4077	6439.39887	8206.04681	7124.2699	6896.22571	6970.0046	6734.91077	6862.93122	7094.79802	6573.8613	7446.1188	6793.15788	7375.65198	4941.86243	5017.91905	7956.45771	9465.75509	7562.34996	7565.07984	3799.01858	5659.13508
